"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes"
"CTRL-011","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Mobile number","Field entry performed in validation probes; full validator behavior not implied.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-012","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Password","Field entry performed in validation probes; full validator behavior not implied.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-013","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Confirm password","Field entry performed in validation probes; full validator behavior not implied.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-014","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Create Account submit","Required-field validation exercised; actual registration cannot complete through CORS.","BLOCKED","N/A","BLOCKED -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","Required-field validation exercised; actual registration cannot complete through CORS.","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-015","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Back arrow","Returns to login.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-016","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Already have an account? Login","Returns to login.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-017","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Mobile tab","Pointer switching works; expected tab role and selected state missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-018","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Email tab","Pointer switching works; expected tab role and selected state missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-019","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Mobile input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-020","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Email input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-021","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Password input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-022","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Remember me","Visual on/off works; checkbox role and checked state missing. Authenticated persistence blocked.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-023","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Continue","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-024","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Forgot Password?","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-025","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Google","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-026","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Facebook","Continue email target retired; validation/recovery/social feedback missing.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-027","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Sign up","Exact pointer click opens form, but link absent from recorded keyboard tab loop.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-028","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Full name","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","FAIL","PASS","FAIL -> PASS = FIXED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/public-focused-recovery.json","Correct registration screen reached; all five inputs now have accessible names."
"CTRL-029","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Email","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","FAIL","PASS","FAIL -> PASS = FIXED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/public-focused-recovery.json","Correct registration screen reached; all five inputs now have accessible names."
"CTRL-030","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Mobile number","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","FAIL","PASS","FAIL -> PASS = FIXED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/public-focused-recovery.json","Correct registration screen reached; all five inputs now have accessible names."
"CTRL-031","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Password","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","FAIL","PASS","FAIL -> PASS = FIXED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/public-focused-recovery.json","Correct registration screen reached; all five inputs now have accessible names."
"CTRL-032","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Confirm password","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","FAIL","PASS","FAIL -> PASS = FIXED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/public-focused-recovery.json","Correct registration screen reached; all five inputs now have accessible names."
"CTRL-033","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Create Plumber Account","Blank submission produces no visible feedback. Successful creation blocked.","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-034","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Already registered? Log in","Returns to login before QA mobile/OTP test.","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","Fine-grained control assertion retained separately; no inferred PASS from aggregate screen checks.","","Separate historical control granularity retained conservatively; may overlap aggregate QA rows. Do not add this count to 646 as independent feature coverage."
"CTRL-035","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 1","Entry exercised; all inputs lack accessible names.","FAIL","FAIL","FAIL -> FAIL = STILL FAILING","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","BUG-A11Y-003","","","logs/public-focused-recovery.json","Unnamed OTP input reproduced."
"CTRL-036","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 2","Entry exercised; all inputs lack accessible names.","FAIL","FAIL","FAIL -> FAIL = STILL FAILING","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","BUG-A11Y-003","","","logs/public-focused-recovery.json","Unnamed OTP input reproduced."
"CTRL-037","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 3","Entry exercised; all inputs lack accessible names.","FAIL","FAIL","FAIL -> FAIL = STILL FAILING","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","BUG-A11Y-003","","","logs/public-focused-recovery.json","Unnamed OTP input reproduced."
